max = 5.695900 ; min = -0.537800

t; a_z 
2976.831000; 1.927300 
2978.832000; 2.243000 
2979.671000; 1.379500 
2981.040000; 2.900800 
2982.889000; 1.387200 
2987.480000; 4.480400 
2991.482000; 1.341000 
2993.483000; 3.490400 
2995.353000; 1.444400 
2997.275000; 1.872300 
2999.187000; 1.477400 
3003.015000; 3.748900 
3010.577000; 0.483000 
3014.029000; 2.144000 
3019.448000; 0.500600 
3025.451000; 2.428900 
3029.453000; 1.734800 
3033.455000; 3.136200 
3039.458000; 0.511600 
3043.460000; 3.541000 
3046.929000; 1.184800 
3047.895000; 4.512300 
3051.808000; 0.853700 
3055.810000; 3.722500 
3062.698000; 0.920800 
3066.514000; 1.778800 
3068.461000; 1.547800 
3070.455000; 1.977900 
3072.323000; 1.052800 
3076.094000; 4.186700 
3080.080000; 0.898800 
3083.953000; 4.557400 
3087.889000; 1.581900 
3091.889000; 3.348500 
3093.889000; 0.888900 
3095.814000; 1.218900 
3097.758000; 0.986800 
3101.518000; 3.524500 
3103.517000; 0.927400 
3105.420000; 5.221800 
3107.415000; 4.862100 
3109.378000; 5.226200 
3111.373000; 1.709500 
3113.292000; 4.670700 
3115.248000; 4.383600 
3117.210000; 4.613500 
3120.968000; 2.442100 
3122.793000; 2.830400 
3126.023000; 1.005500 
3127.951000; 1.240900 
3129.945000; 0.943900 
3133.854000; 1.664400 
3140.035000; 1.176000 
3147.802000; 1.584100 
3149.803000; 1.452100 
3153.804000; 4.150400 
3155.760000; 1.597300 
3157.755000; 2.338700 
3159.708000; 1.099000 
3161.412000; 2.306800 
3166.774000; -0.199000 
3170.520000; 3.336400 
3174.479000; 0.734900 
3176.475000; 1.196900 
3178.457000; 0.973600 
3182.253000; 1.502700 
3185.702000; 1.083600 
3191.139000; 1.344300 
3192.868000; 1.105600 
3199.459000; 1.380600 
3201.958000; 1.157300 
3205.764000; 1.379500 
3211.768000; 1.255200 
3219.772000; 3.846800 
3223.774000; 1.145200 
3227.776000; 3.862200 
3229.777000; 2.230900 
3231.778000; 2.471800 
3233.779000; 1.778800 
3235.780000; 2.299100 
3239.782000; 1.056100 
3241.783000; 1.423500 
3243.784000; 0.906500 
3245.785000; 1.466400 
3249.618000; 0.706300 
3253.480000; 1.005500 
3255.467000; 0.853700 
3259.441000; 1.627000 
3259.555000; 1.073700 
3261.556000; 1.300300 
3263.557000; 0.978000 
3265.558000; 1.206800 
3271.359000; 0.742600 
3275.268000; 1.415800 
3283.272000; 0.622700 
3290.789000; 3.274800 
3292.736000; 1.709500 
3294.921000; 3.224200 
3300.162000; 1.262900 
3302.163000; 1.796400 
3306.165000; 0.501700 
3315.914000; 1.143000 
3319.786000; 0.907600 
3322.748000; 1.245300 
3324.749000; 1.199100 
3326.750000; 1.260700 
3334.706000; 0.764600 
3338.501000; 1.018700 
3338.755000; 0.971400 
3344.638000; 1.600600 
3346.550000; 1.056100 
3354.751000; 3.400200 
3356.750000; 2.291400 
3361.232000; 5.321900 
3363.233000; 4.878600 
3365.235000; 5.106300 
3367.236000; 4.722400 
3367.965000; 5.131600 
3369.966000; 4.364900 
3371.965000; 5.000700 
3373.909000; 4.342900 
3375.903000; 4.691600 
3379.421000; 0.979100 
3382.684000; 4.672900 
3384.685000; 4.344000 
3386.605000; 4.833500 
3388.592000; 4.595900 
3390.574000; 4.832400 
3392.518000; 4.295600 
3394.458000; 4.558500 
3395.430000; 4.105300 
3397.431000; 4.730100 
3399.373000; 4.045900 
3401.346000; 4.671800 
3403.346000; 4.132800 
3405.322000; 4.358300 
3407.270000; 3.151600 
3409.079000; 4.423200 
3411.066000; 3.897400 
3412.744000; 4.160300 
3414.035000; 3.850100 
3415.609000; 4.488100 
3417.216000; 3.852300 
3419.217000; 4.153700 
3420.539000; 3.780800 
3422.229000; 4.190000 
3424.230000; 1.558800 
3426.231000; 3.953500 
3428.232000; 3.512400 
3430.233000; 3.748900 
3432.234000; 3.266000 
3434.235000; 3.515700 
3436.236000; 3.197800 
3438.194000; 3.498100 
3440.188000; 3.017400 
3442.037000; 3.327600 
3446.433000; 0.655700 
3452.396000; 1.030800 
3454.297000; 0.972500 
3457.100000; 1.159500 
3461.093000; 0.767900 
3463.070000; 0.890000 
3465.064000; 0.851500 
3470.753000; 0.946100 
3472.754000; 0.903200 
3482.521000; 4.054700 
3484.472000; 3.740100 
3485.650000; 4.039300 
3487.651000; 3.744500 
3489.652000; 4.023900 
3491.615000; 3.047100 
3493.613000; 3.839100 
3498.522000; 0.577600 
3500.475000; 0.616100 
3506.374000; 0.237700 
3510.424000; 1.185900 
3512.424000; 1.075900 
3514.347000; 1.125400 
3518.240000; 0.304800 
3524.057000; 0.873500 
3524.191000; 0.861400 
3526.192000; 0.948300 
3530.118000; 0.909800 
3533.986000; 1.036300 
3535.947000; 0.699700 
3540.293000; 1.062700 
3548.273000; 0.531400 
3550.272000; 0.841600 
3552.245000; 0.810800 
3559.690000; 0.888900 
3561.644000; 0.821800 
3570.925000; 1.162800 
3572.926000; 0.921900 
3574.903000; 1.750200 
3576.883000; 1.193600 
3580.040000; 2.078000 
3585.936000; 0.967000 
3587.858000; 1.155100 
3591.791000; 0.452200 
3594.509000; 0.969200 
3596.510000; 0.599600 
3598.509000; 0.853700 
3600.491000; 0.828400 
3607.327000; 1.501600 
3610.517000; 1.181500 
3614.467000; 1.712800 
3618.464000; 1.185900 
3622.620000; 4.823600 
3624.581000; 4.600300 
3626.570000; 5.019400 
3628.538000; 4.746600 
3630.458000; 5.074400 
3632.312000; 4.555200 
3634.139000; 4.791700 
3636.117000; 4.065700 
3638.068000; 5.583700 
3640.069000; 5.347200 
3642.070000; 5.690400 
3644.071000; 5.316400 
3646.072000; 5.659600 
3647.721000; 5.208600 
3648.955000; 5.642000 
3650.956000; 5.286700 
3652.957000; 5.547400 
3654.095000; 4.025000 
3655.151000; 4.303300 
3656.981000; 3.344100 
3658.842000; 5.217400 
3660.838000; 4.694900 
3661.394000; 4.960000 
3663.395000; 0.826200 
3667.397000; 4.166900 
3669.181000; 3.715900 
3671.175000; 4.078900 
3673.174000; 3.394700 
3675.099000; 3.785200 
3676.274000; 3.047100 
3678.275000; 3.414500 
3680.242000; 2.984400 
3682.096000; 3.268200 
3683.613000; 2.855700 
3685.614000; 3.102100 
3689.602000; 1.026400 
3691.572000; 1.449900 
3693.540000; 0.524800 
3695.991000; 0.813000 
3697.992000; 0.616100 
3703.948000; 1.129800 
3705.927000; 0.896600 
3709.925000; 0.921900 
3715.463000; 0.562200 
3723.417000; 1.011000 
3725.418000; 0.938400 
3729.421000; 1.039600 
3737.425000; 0.764600 
3739.426000; 0.948300 
3743.428000; 0.841600 
3747.217000; 1.077000 
3753.765000; 0.535800 
3755.766000; 0.700800 
3759.768000; 0.453300 
3765.771000; 0.847100 
3767.772000; 0.819600 
3771.774000; 1.122100 
3773.775000; 1.081400 
3775.420000; 1.179300 
3777.099000; 1.156200 
3779.095000; 1.255200 
3784.431000; 0.826200 
3790.412000; 1.104500 
3794.276000; 0.725000 
3796.190000; 0.860300 
3798.115000; 0.760200 
3800.417000; 1.148500 
3803.911000; 0.836100 
3809.302000; 1.354200 
3810.932000; 1.192500 
3814.773000; 1.277200 
3818.454000; 0.786600 
3822.219000; 1.257400 
3823.933000; 0.913100 
3831.509000; 4.886300 
3833.493000; 4.605800 
3835.141000; 4.874200 
3836.684000; 4.502400 
3837.393000; 4.929200 
3838.877000; 4.364900 
3840.878000; 4.796100 
3842.879000; 4.480400 
3842.948000; 4.814800 
3844.949000; 4.303300 
3846.843000; 4.735600 
3848.592000; 4.389100 
3850.591000; 4.763100 
3852.255000; 4.116300 
3853.810000; 4.406700 
3855.810000; 4.139400 
3857.676000; 4.577200 
3859.513000; 4.075600 
3861.341000; 4.370400 
3863.149000; 4.050300 
3865.080000; 4.399000 
3866.916000; 3.807200 
3868.911000; 4.259300 
3870.544000; 3.516800 
3872.129000; 3.899600 
3873.767000; 3.642200 
3875.476000; 4.050300 
3877.216000; 3.721400 
3879.136000; 3.956800 
3880.959000; 0.732700 
3884.263000; 3.046000 
3885.747000; 2.454200 
3887.209000; 2.888700 
3888.637000; 2.237500 
3890.111000; 2.667600 
3891.500000; 2.299100 
3893.026000; 2.585100 
3894.545000; 2.161600 
3896.112000; 2.494900 
3897.622000; 1.684200 
3898.935000; 2.006500 
3900.596000; 1.388300 
3904.097000; 2.208900 
3905.725000; 1.694100 
3907.636000; 2.105500 
3909.345000; 1.481800 
3911.263000; 1.995500 
3913.074000; 0.986800 
3916.772000; 1.946000 
3918.700000; 1.390500 
3920.446000; 1.675400 
3924.029000; 0.136500 
3931.341000; 1.265100 
3933.098000; 0.998900 
3934.869000; 1.661100 
3940.615000; 0.825100 
3942.538000; 0.825100 
3946.359000; 1.178200 
3954.055000; 0.594100 
3963.758000; 1.101200 
3965.745000; 0.899900 
3969.208000; 1.212300 
3978.411000; 0.809700 
3980.281000; 0.865800 
3982.099000; 0.778900 
3985.883000; 1.080300 
3987.860000; 0.912000 
3989.714000; 0.942800 
3993.251000; 0.793200 
3994.872000; 1.110000 
3996.579000; 1.045100 
4002.088000; 4.015100 
4009.520000; 1.668800 
4011.425000; 3.715900 
4013.261000; 3.158200 
4015.211000; 3.431000 
4024.751000; 0.567700 
4030.697000; 1.053900 
4032.593000; 0.770100 
4042.326000; 1.184800 
4047.737000; 0.789900 
4053.237000; 1.232100 
4054.778000; 1.104500 
4056.645000; 1.361900 
4059.408000; 1.000000 
4066.847000; 1.499400 
