max = 5.695900 ; min = -0.537800

t; a_z 
4070.849000; 1.097900 
4072.850000; 1.130900 
4074.851000; 1.094600 
4084.856000; 1.588500 
4086.857000; 1.469700 
4092.860000; 1.855800 
4094.861000; 1.168300 
4096.862000; 1.304700 
4102.865000; 1.107800 
4104.866000; 1.389400 
4106.867000; 1.298100 
4110.869000; 2.857900 
4112.870000; 1.796400 
4116.872000; 2.672000 
4120.874000; 1.546700 
4124.876000; 2.565300 
4129.243000; 0.190400 
4135.586000; 1.259600 
4143.591000; 0.818500 
4145.592000; 1.643500 
4147.841000; 0.200300 
4151.844000; 1.017600 
4157.847000; 0.695300 
4161.849000; 1.904200 
4167.852000; 0.635900 
4169.853000; 0.898800 
4172.279000; 0.584200 
4176.523000; 0.957100 
4185.099000; 0.609500 
4189.101000; 1.363000 
4197.105000; -0.019700 
4205.109000; 2.267200 
4207.110000; 1.709500 
4209.111000; 2.335400 
4216.505000; 0.423600 
4218.193000; 0.784400 
4221.304000; 0.418100 
4223.837000; 1.435600 
4227.350000; 0.366400 
4235.354000; 4.172400 
4239.356000; 1.100100 
4243.358000; 4.340700 
4245.359000; 1.205700 
4249.361000; 3.728000 
4252.933000; 2.417900 
4254.867000; 3.588300 
4256.830000; 2.317800 
4258.589000; 3.750000 
4260.564000; 1.101200 
4262.107000; 3.677400 
4265.812000; 0.751400 
4267.231000; 0.975800 
4269.050000; 0.675500 
4272.769000; 2.115400 
4274.350000; 1.779900 
4277.813000; 2.997600 
4283.168000; 1.181500 
4284.440000; 1.199100 
4285.705000; 1.084700 
4289.142000; 4.391300 
4293.218000; 0.745900 
4295.219000; 0.984600 
4299.221000; 0.442300 
4303.223000; 1.526900 
4305.224000; -0.041700 
4313.228000; 2.120900 
4317.052000; 1.367400 
4320.913000; 1.932800 
4322.870000; 1.652300 
4325.670000; 2.587300 
4331.424000; 0.725000 
4334.970000; 1.132000 
4336.340000; 0.972500 
4339.976000; 3.588300 
4343.387000; 0.714000 
4345.388000; 1.613800 
4347.332000; 1.035200 
4349.333000; 5.229500 
4352.267000; 1.042900 
4356.269000; 4.275800 
4361.662000; 0.044100 
4368.851000; 5.213000 
4372.709000; 2.287000 
4376.449000; 3.017400 
4378.450000; 0.622700 
4380.451000; 1.515900 
4382.452000; 1.258500 
4384.297000; 1.524700 
4388.139000; 0.302600 
4392.035000; 2.277100 
4395.778000; 0.374100 
4405.071000; 2.733600 
4410.190000; 1.247500 
4414.162000; 3.777500 
4416.163000; 2.168200 
4418.164000; 3.515700 
4420.165000; 2.085700 
4422.166000; 2.805100 
4424.167000; 1.058300 
4428.169000; 4.031600 
4432.171000; 1.460900 
4434.172000; 2.479500 
4440.176000; 1.243100 
4444.178000; 5.239400 
4448.180000; 0.652400 
4452.182000; 1.222200 
4454.183000; 1.018700 
4456.184000; 1.606100 
4464.188000; 0.313600 
4468.190000; 1.031900 
4470.191000; 0.594100 
4474.193000; 1.819500 
4478.195000; 0.176100 
4484.198000; 3.977700 
4486.199000; 1.269500 
4488.200000; 2.378300 
4490.201000; 1.077000 
4492.202000; 1.413600 
4494.203000; 0.692000 
4500.206000; 5.173400 
4502.207000; 1.014300 
4504.208000; 4.583800 
4506.209000; 4.361600 
4508.210000; 4.657500 
4510.211000; 4.305500 
4512.212000; 4.570600 
4514.213000; 4.258200 
4516.214000; 4.479300 
4518.215000; 4.201000 
4520.216000; 4.523300 
4522.217000; 4.241700 
4524.218000; 4.468300 
4526.220000; 1.756800 
4530.222000; 3.249500 
4534.224000; 1.438900 
4536.225000; 2.111000 
4540.227000; 1.308000 
4542.228000; 2.304600 
4544.229000; 1.940500 
4546.230000; 4.638800 
4548.231000; 4.217500 
4550.232000; 5.118400 
4554.234000; 1.001100 
4556.235000; 4.543100 
4558.236000; 4.191100 
4560.237000; 4.445200 
4562.240000; 4.080000 
4564.241000; 4.331900 
4566.242000; 1.748000 
4568.243000; 3.414500 
4572.245000; 1.214500 
4574.246000; 1.578600 
4576.247000; 1.291500 
4578.248000; 2.035100 
4580.249000; 1.213400 
4582.250000; 2.102200 
4584.251000; 1.391600 
4588.255000; 4.634400 
4590.256000; 2.153900 
4592.257000; 3.530000 
4594.258000; 3.171400 
4596.259000; 4.829100 
4598.260000; 4.532100 
4600.261000; 4.797200 
4602.262000; 4.532100 
4604.263000; 5.144800 
4608.265000; 2.041700 
4612.267000; 4.796100 
4616.269000; 2.544400 
4618.270000; 2.944800 
4622.272000; 1.309100 
4632.277000; 3.718100 
4634.278000; 3.410100 
4636.279000; 3.797300 
4638.280000; 3.516800 
4640.281000; 3.767600 
4644.283000; 1.298100 
4646.284000; 1.408100 
4650.286000; 1.151800 
4652.287000; 1.281600 
4654.288000; 0.769000 
4656.289000; 0.835000 
4658.290000; 0.534700 
4664.293000; 4.753200 
4668.296000; 0.395000 
4674.299000; 4.778500 
4676.300000; 1.486200 
4678.301000; 2.533400 
4680.302000; 2.189100 
4682.303000; 2.520200 
4690.307000; 0.662300 
4694.309000; 4.286800 
4696.310000; 0.387300 
4698.311000; 5.695900 
4700.312000; 5.077700 
4702.315000; 5.306500 
4704.316000; 0.707400 
4710.319000; 4.962200 
4712.320000; 0.959300 
4714.321000; 4.212000 
4716.322000; 3.845700 
4718.323000; 4.396800 
